month,port,destination_country,volume_tons,freight_rate_usd_per_ton,vessel_type,incoterm
2025-09-01,Santos,China,153429,44.14,Panamax,CFR
2025-09-01,Santos,Spain,28338,25.96,Panamax,FOB
2025-09-01,Santos,Thailand,13579,42.76,Panamax,CFR
2025-09-01,Santos,Vietnam,20717,31.02,Panamax,CIF
2025-09-01,Santos,Turkey,31131,33.39,Supramax,CFR
2025-09-01,Santos,Egypt,43860,36.07,Handymax,CFR
2025-09-01,Santos,Mexico,43018,41.31,Panamax,FOB
2025-09-01,Paranagua,China,117892,45.08,Supramax,FOB
2025-09-01,Paranagua,Netherlands,44036,33.11,Supramax,CIF
2025-09-01,Paranagua,Thailand,20669,41.17,Supramax,CIF
2025-09-01,Paranagua,Vietnam,27883,32.0,Panamax,CIF
2025-09-01,Paranagua,Turkey,10876,30.24,Handymax,CIF
2025-09-01,Paranagua,Egypt,13128,31.57,Supramax,CFR
2025-09-01,Paranagua,Mexico,32361,36.3,Handymax,FOB
2025-09-01,Rio Grande,Netherlands,17926,28.5,Handymax,CIF
2025-09-01,Rio Grande,Spain,37420,25.43,Supramax,FOB
2025-09-01,Rio Grande,Thailand,31933,30.64,Handymax,CIF
2025-09-01,Rio Grande,Turkey,8367,33.57,Handymax,FOB
2025-09-01,Rio Grande,Egypt,6498,29.05,Kamsarmax,CIF
2025-09-01,Rio Grande,Mexico,17346,31.92,Panamax,CFR
2025-09-01,Itaqui,China,42244,48.2,Supramax,FOB
2025-09-01,Itaqui,Netherlands,31179,26.17,Supramax,FOB
2025-09-01,Itaqui,Vietnam,24133,43.18,Handymax,FOB
2025-09-01,Itaqui,Turkey,18576,37.47,Panamax,CIF
2025-09-01,Itaqui,Egypt,6434,36.03,Supramax,CIF
2025-09-01,Itaqui,Mexico,22144,37.83,Handymax,CIF
2025-09-01,Sao Francisco do Sul,Netherlands,27431,26.61,Panamax,CIF
2025-09-01,Sao Francisco do Sul,Spain,13715,27.58,Supramax,FOB
2025-09-01,Sao Francisco do Sul,Thailand,20450,35.97,Kamsarmax,FOB
2025-09-01,Sao Francisco do Sul,Vietnam,10330,36.55,Panamax,CFR
2025-09-01,Sao Francisco do Sul,Turkey,11285,32.92,Kamsarmax,CFR
2025-09-01,Sao Francisco do Sul,Mexico,12829,41.24,Kamsarmax,CFR
2025-09-01,Barcarena,Netherlands,42007,31.07,Panamax,FOB
2025-09-01,Barcarena,Spain,32941,34.97,Handymax,CIF
2025-09-01,Barcarena,Thailand,15990,36.47,Handymax,CIF
2025-09-01,Barcarena,Vietnam,24208,37.65,Panamax,CFR
2025-09-01,Barcarena,Turkey,9929,25.63,Kamsarmax,CFR
2025-09-01,Barcarena,Egypt,5044,36.79,Handymax,CFR
2025-09-01,Barcarena,Mexico,15198,34.29,Panamax,CFR
2025-10-01,Santos,China,92556,47.48,Panamax,CIF
2025-10-01,Santos,Netherlands,33015,36.52,Panamax,CFR
2025-10-01,Santos,Spain,12337,34.43,Kamsarmax,CIF
2025-10-01,Santos,Thailand,28978,42.83,Handymax,CIF
2025-10-01,Santos,Turkey,42364,34.6,Handymax,CFR
2025-10-01,Santos,Egypt,17521,35.19,Handymax,CIF
2025-10-01,Santos,Mexico,27716,41.47,Supramax,CFR
2025-10-01,Paranagua,Netherlands,25745,32.09,Panamax,CIF
2025-10-01,Paranagua,Thailand,37505,33.6,Handymax,CFR
2025-10-01,Paranagua,Vietnam,53826,31.25,Supramax,CIF
2025-10-01,Paranagua,Turkey,18718,32.6,Supramax,FOB
2025-10-01,Paranagua,Egypt,21847,32.51,Panamax,FOB
2025-10-01,Paranagua,Mexico,22276,43.17,Handymax,CFR
2025-10-01,Rio Grande,China,73884,49.23,Kamsarmax,FOB
2025-10-01,Rio Grande,Netherlands,29950,27.98,Supramax,CFR
2025-10-01,Rio Grande,Spain,7967,27.11,Kamsarmax,CIF
2025-10-01,Rio Grande,Thailand,22353,31.76,Handymax,FOB
2025-10-01,Rio Grande,Vietnam,21534,37.98,Handymax,CFR
2025-10-01,Rio Grande,Turkey,9422,28.74,Supramax,CFR
2025-10-01,Rio Grande,Egypt,20546,31.49,Kamsarmax,CFR
2025-10-01,Itaqui,China,25095,46.16,Handymax,FOB
2025-10-01,Itaqui,Netherlands,7402,32.21,Panamax,FOB
2025-10-01,Itaqui,Spain,16523,25.52,Supramax,CIF
2025-10-01,Itaqui,Vietnam,35701,41.77,Kamsarmax,FOB
2025-10-01,Itaqui,Turkey,14530,35.2,Supramax,FOB
2025-10-01,Itaqui,Egypt,15944,27.99,Kamsarmax,CIF
2025-10-01,Itaqui,Mexico,14849,39.46,Supramax,FOB
2025-10-01,Sao Francisco do Sul,China,73474,39.92,Kamsarmax,CFR
2025-10-01,Sao Francisco do Sul,Netherlands,6184,35.47,Panamax,CFR
2025-10-01,Sao Francisco do Sul,Spain,10385,33.17,Kamsarmax,CFR
2025-10-01,Sao Francisco do Sul,Thailand,8199,30.14,Kamsarmax,CFR
2025-10-01,Sao Francisco do Sul,Vietnam,25453,31.4,Handymax,CIF
2025-10-01,Sao Francisco do Sul,Turkey,18759,29.37,Supramax,CIF
2025-10-01,Sao Francisco do Sul,Egypt,15579,26.49,Panamax,FOB
2025-10-01,Sao Francisco do Sul,Mexico,13424,36.5,Panamax,FOB
2025-10-01,Barcarena,China,32266,42.86,Panamax,CIF
2025-10-01,Barcarena,Spain,6374,27.73,Handymax,CFR
2025-10-01,Barcarena,Thailand,13810,37.8,Panamax,FOB
2025-10-01,Barcarena,Vietnam,24462,30.67,Handymax,FOB
2025-10-01,Barcarena,Turkey,11271,34.94,Panamax,CIF
2025-10-01,Barcarena,Egypt,10992,27.84,Handymax,CIF
2025-10-01,Barcarena,Mexico,3312,30.81,Panamax,CIF
2025-11-01,Santos,China,61046,41.88,Kamsarmax,FOB
2025-11-01,Santos,Netherlands,23966,28.51,Kamsarmax,CIF
2025-11-01,Santos,Spain,47155,26.77,Supramax,CIF
2025-11-01,Santos,Vietnam,36163,34.73,Supramax,FOB
2025-11-01,Santos,Turkey,38451,30.87,Kamsarmax,FOB
2025-11-01,Santos,Egypt,21346,28.94,Panamax,FOB
2025-11-01,Santos,Mexico,24031,34.23,Panamax,CFR
2025-11-01,Paranagua,China,119343,44.61,Kamsarmax,CIF
2025-11-01,Paranagua,Netherlands,24224,26.25,Supramax,CFR
2025-11-01,Paranagua,Spain,12254,33.24,Handymax,CIF
2025-11-01,Paranagua,Thailand,38123,43.55,Kamsarmax,FOB
2025-11-01,Paranagua,Vietnam,18050,39.52,Supramax,CIF
2025-11-01,Paranagua,Turkey,10174,33.5,Panamax,CFR
2025-11-01,Paranagua,Egypt,34105,35.37,Kamsarmax,CFR
2025-11-01,Paranagua,Mexico,23614,30.6,Handymax,CFR
2025-11-01,Rio Grande,China,13021,38.34,Supramax,CIF
2025-11-01,Rio Grande,Netherlands,18603,35.53,Kamsarmax,CFR
2025-11-01,Rio Grande,Spain,23668,25.92,Supramax,FOB
2025-11-01,Rio Grande,Thailand,8419,32.15,Kamsarmax,FOB
2025-11-01,Rio Grande,Vietnam,11853,37.93,Panamax,CFR
2025-11-01,Rio Grande,Turkey,10195,29.37,Supramax,CFR
2025-11-01,Rio Grande,Egypt,8480,37.46,Kamsarmax,CIF
2025-11-01,Rio Grande,Mexico,13858,36.2,Kamsarmax,FOB
2025-11-01,Itaqui,China,54261,44.95,Panamax,CIF
2025-11-01,Itaqui,Netherlands,21212,33.74,Kamsarmax,CIF
2025-11-01,Itaqui,Thailand,21470,38.6,Panamax,CFR
2025-11-01,Itaqui,Vietnam,20590,35.26,Handymax,CIF
2025-11-01,Itaqui,Mexico,10473,30.74,Supramax,CIF
2025-11-01,Sao Francisco do Sul,China,68968,49.98,Handymax,CFR
2025-11-01,Sao Francisco do Sul,Netherlands,11834,30.81,Kamsarmax,CIF
2025-11-01,Sao Francisco do Sul,Spain,22983,29.93,Kamsarmax,CIF
2025-11-01,Sao Francisco do Sul,Thailand,22671,35.05,Kamsarmax,CFR
2025-11-01,Sao Francisco do Sul,Vietnam,22206,39.85,Handymax,CFR
2025-11-01,Sao Francisco do Sul,Turkey,15180,34.49,Panamax,CFR
2025-11-01,Barcarena,China,60010,44.57,Supramax,CIF
2025-11-01,Barcarena,Netherlands,7075,30.73,Kamsarmax,FOB
2025-11-01,Barcarena,Thailand,25403,41.0,Panamax,CIF
2025-11-01,Barcarena,Vietnam,25027,39.95,Panamax,FOB
2025-11-01,Barcarena,Turkey,16595,34.3,Handymax,CFR
2025-11-01,Barcarena,Egypt,27250,34.44,Supramax,CIF
2025-11-01,Barcarena,Mexico,16354,34.35,Handymax,CFR
2025-12-01,Santos,Spain,10791,32.28,Supramax,FOB
2025-12-01,Santos,Thailand,33774,36.88,Handymax,CIF
2025-12-01,Santos,Vietnam,35305,34.31,Handymax,CFR
2025-12-01,Santos,Turkey,15600,26.43,Handymax,CFR
2025-12-01,Santos,Egypt,12315,34.05,Panamax,CIF
2025-12-01,Santos,Mexico,14463,36.09,Handymax,CIF
2025-12-01,Paranagua,China,71287,37.94,Handymax,CFR
2025-12-01,Paranagua,Netherlands,40428,30.6,Panamax,CFR
2025-12-01,Paranagua,Spain,22369,34.35,Panamax,CFR
2025-12-01,Paranagua,Thailand,41242,31.28,Panamax,CFR
2025-12-01,Paranagua,Vietnam,28237,30.3,Kamsarmax,CIF
2025-12-01,Paranagua,Turkey,17450,32.93,Kamsarmax,FOB
2025-12-01,Paranagua,Mexico,9025,33.86,Handymax,CFR
2025-12-01,Rio Grande,China,20588,41.34,Handymax,CFR
2025-12-01,Rio Grande,Spain,23182,29.91,Panamax,CIF
2025-12-01,Rio Grande,Thailand,15003,31.37,Panamax,FOB
2025-12-01,Rio Grande,Vietnam,20761,42.6,Kamsarmax,FOB
2025-12-01,Rio Grande,Turkey,9402,33.05,Handymax,CIF
2025-12-01,Rio Grande,Egypt,10580,26.66,Kamsarmax,CIF
2025-12-01,Rio Grande,Mexico,19068,34.11,Kamsarmax,CFR
2025-12-01,Itaqui,China,10268,43.76,Kamsarmax,CIF
2025-12-01,Itaqui,Netherlands,26014,34.52,Supramax,CIF
2025-12-01,Itaqui,Thailand,21150,38.32,Handymax,CIF
2025-12-01,Itaqui,Vietnam,10845,36.46,Kamsarmax,CIF
2025-12-01,Itaqui,Turkey,15913,33.88,Kamsarmax,CFR
2025-12-01,Itaqui,Egypt,17424,27.46,Supramax,CFR
2025-12-01,Itaqui,Mexico,3350,36.36,Panamax,CFR
2025-12-01,Sao Francisco do Sul,China,62550,49.04,Kamsarmax,CIF
2025-12-01,Sao Francisco do Sul,Netherlands,4655,36.01,Panamax,FOB
2025-12-01,Sao Francisco do Sul,Spain,11574,31.22,Supramax,CFR
2025-12-01,Sao Francisco do Sul,Vietnam,5297,29.55,Panamax,FOB
2025-12-01,Sao Francisco do Sul,Turkey,9011,27.98,Panamax,CFR
2025-12-01,Sao Francisco do Sul,Mexico,5660,39.57,Handymax,CFR
2025-12-01,Barcarena,China,71145,47.97,Panamax,CFR
2025-12-01,Barcarena,Netherlands,17322,33.21,Panamax,CFR
2025-12-01,Barcarena,Spain,15172,29.21,Supramax,FOB
2025-12-01,Barcarena,Thailand,14824,35.92,Kamsarmax,FOB
2025-12-01,Barcarena,Vietnam,14781,31.47,Handymax,CFR
2025-12-01,Barcarena,Turkey,10461,26.08,Kamsarmax,CIF
2025-12-01,Barcarena,Egypt,16375,29.69,Kamsarmax,CFR
2025-12-01,Barcarena,Mexico,6394,35.45,Kamsarmax,CIF
